#,page,category,english_source,translation_ru,APPROVED (y/n),CORRECTION (write the corrected text here),reviewer_notes,key
62,legal.privacy,filing,"Our calculators run entirely in your browser; the wages, dates, and other figures you enter are processed on your device and are not transmitted to or stored on our servers. Separately, if you submit a contact form, request an attorney referral, create an account, or opt in to IME or hearing reminders, we collect the information you choose to provide. Depending on what you do, this may include your name, email address, phone number, and details about your potential workers' compensation matter, so that we can respond to you, route your request to a participating attorney, or send the reminders you requested.","Наши калькуляторы работают полностью в Вашем браузере; заработная плата, даты и другие цифры, которые Вы вводите, обрабатываются на Вашем устройстве и не передаются на наши серверы и не хранятся на них. Отдельно, если Вы отправляете контактную форму, запрашиваете направление к адвокату, создаёте аккаунт или подписываетесь на напоминания об IME или слушаниях, мы собираем информацию, которую Вы решаете предоставить. В зависимости от Ваших действий это может включать Ваше имя, адрес электронной почты, номер телефона и детали Вашего потенциального дела о компенсации работникам, чтобы мы могли ответить Вам, направить Ваш запрос участвующему адвокату или отправить запрошенные Вами напоминания.",,,,legal.privacy.our-calculators-run-entirely-in
63,legal.privacy,eligibility,"This policy covers the thecompdesk.com website, our mobile app and browser extension, our workers' compensation calculators, our contact and attorney-referral forms, our reminder features, and registered attorney accounts. It does not cover the practices of independent attorneys to whom you may be referred, who maintain their own privacy practices and become responsible for your information once it is shared with them.","Настоящая Политика охватывает веб-сайт thecompdesk.com, наше мобильное приложение и расширение для браузера, наши калькуляторы компенсации работникам, наши контактные формы и формы направления к адвокату, наши функции напоминаний и зарегистрированные аккаунты адвокатов. Она не охватывает практики независимых адвокатов, к которым Вы можете быть направлены, которые ведут собственную политику конфиденциальности и становятся ответственными за Вашу информацию после её передачи им.",,,,legal.privacy.this-policy-covers-the-thecompdesk
64,legal.privacy,obligation,"We may disclose information if required by law, subpoena, or other legal process, or where we believe disclosure is necessary to protect our rights, your safety, or the safety of others.","Мы можем раскрыть информацию, если это требуется законом, повесткой в суд или иным юридическим процессом, либо если мы считаем, что раскрытие необходимо для защиты наших прав, Вашей безопасности или безопасности других лиц.",,,,legal.privacy.we-may-disclose-information-if
65,legal.privacy,filing,"We may update this Privacy Policy from time to time. Changes will be posted to this page with an updated ""Last updated"" date. For material changes, we will make reasonable efforts to notify registered users by email. Continued use of the Services after changes take effect constitutes acceptance of the revised policy.","Мы можем время от времени обновлять настоящую Политику конфиденциальности. Изменения будут опубликованы на этой странице с обновлённой датой «Последнее обновление». В случае существенных изменений мы приложим разумные усилия, чтобы уведомить зарегистрированных пользователей по электронной почте. Продолжение использования Сервисов после вступления изменений в силу означает принятие пересмотренной Политики.",,,,legal.privacy.we-may-update-this-privacy
66,legal.privacy,obligation citation,"We retain aggregate analytics data for up to 24 months. Account data is retained while your account is active. Road to Recovery questionnaire answers and checklist progress are retained while your account is active and are deleted when your account is deleted; the general, de-identified roadmap explanations described in Section 3.6 contain no personal information and may be retained. Information you submit through a referral or contact form is retained as long as needed to provide the service you requested and as required by law, after which it is deleted or de-identified.","Мы храним агрегированные аналитические данные до 24 месяцев. Данные аккаунта хранятся, пока Ваш аккаунт активен. Ответы на анкету Road to Recovery и прогресс по контрольному списку хранятся, пока Ваш аккаунт активен, и удаляются при удалении Вашего аккаунта; общие, обезличенные объяснения плана, описанные в Разделе 3.6, не содержат личной информации и могут храниться. Информация, которую Вы отправляете через форму направления или контактную форму, хранится столько, сколько необходимо для оказания запрошенной Вами услуги и как того требует закон, после чего она удаляется или обезличивается.",,,,legal.privacy.we-retain-aggregate-analytics-data
67,legal.privacy,deadline,You may request access to or correction of the personal information we hold about you by emailing privacy@thecompdesk.com. We will respond within 30 days.,"Вы можете запросить доступ к личной информации о Вас, которой мы располагаем, или её исправление, написав на privacy@thecompdesk.com. Мы ответим в течение 30 дней.",,,,legal.privacy.you-may-request-access-to
68,pricing,deadline,🎯Priority supportResponse within 1 business day,🎯Приоритетная поддержкаОтвет в течение 1 рабочего дня,,,,pricing.priority-support-response-within-1
69,settlement-calculator,citation,"Choose the injured body part from the WCL §15(3) schedule — arm, leg, hand, foot, finger, toe, eye, or ear.","Выберите травмированную часть тела из перечня WCL §15(3) — рука, нога, кисть, стопа, палец руки, палец ноги, глаз или ухо.",,,,settlement-calculator.choose-the-injured-body-part
70,settlement-calculator,citation,Compare your SLU award estimate against a potential Section 32 settlement to understand which path may be right for your situation.,"Сравните Вашу оценку компенсации SLU с потенциальным урегулированием по Section 32, чтобы понять, какой путь может подойти для Вашей ситуации.",,,,settlement-calculator.compare-your-slu-award-estimate
71,settlement-calculator,citation,"Different body parts have different week schedules under WCL §15(3). An arm loss is worth more weeks than a finger loss. Non-scheduled injuries (back, neck) are evaluated differently and may support higher lump sums.","Разные части тела имеют разные перечни недель согласно WCL §15(3). Утрата руки стоит больше недель, чем утрата пальца. Травмы вне перечня (спина, шея) оцениваются иначе и могут обосновывать более высокие единовременные выплаты.",,,,settlement-calculator.different-body-parts-have-different
72,settlement-calculator,citation,Estimate the value of your NYS workers' compensation settlement. Calculate Schedule Loss of Use (SLU) awards by body part under WCL §15(3) and explore whether a Section 32 settlement makes sense for your case.,"Оцените стоимость Вашего урегулирования по компенсации работникам штата Нью-Йорк. Рассчитайте компенсации за утрату функции конечности (SLU) по частям тела согласно WCL §15(3) и узнайте, имеет ли смысл урегулирование по Section 32 для Вашего дела.",,,,settlement-calculator.estimate-the-value-of-your
73,settlement-calculator,obligation eligibility waiver citation,"A Section 32 agreement is a voluntary settlement under Workers' Compensation Law §32 that allows the claimant and carrier to resolve the entire case with a lump-sum payment. Once approved by the Workers' Compensation Board, it closes the case permanently — including future medical benefits unless specifically excluded. Both parties must consent, and the Board reviews the agreement to ensure it is in the claimant's best interest.","Соглашение по Section 32 — это добровольное урегулирование согласно Закону о компенсации работникам §32, которое позволяет заявителю и страховщику урегулировать всё дело единовременной выплатой. После утверждения Комиссией по компенсации работникам (Workers' Compensation Board) оно навсегда закрывает дело — включая будущие медицинские выплаты, если они специально не исключены. Обе стороны должны дать согласие, и Комиссия проверяет соглашение, чтобы убедиться, что оно отвечает наилучшим интересам заявителя.",,,,settlement-calculator.jsonld.a-section-32-agreement-is
74,settlement-calculator,citation,"Average workers' comp settlements in New York vary widely depending on the severity of the injury, the body part affected, and whether the claim involves Schedule Loss of Use or a classification injury. SLU settlements for a single extremity typically range from $10,000 to $150,000+ depending on the percentage of loss and the compensation rate at the time of injury. Section 32 settlements can be substantially higher or lower depending on negotiation and medical permanency findings. An experienced attorney can evaluate comparable cases to estimate your settlement value.","Средние урегулирования по компенсации работникам в Нью-Йорке сильно варьируются в зависимости от тяжести травмы, поражённой части тела и того, относится ли дело к утрате функции конечности или классификационной травме. Урегулирования SLU для одной конечности обычно варьируются от $10,000 до $150,000+ в зависимости от процента утраты и ставки компенсации на момент травмы. Урегулирования по Section 32 могут быть значительно выше или ниже в зависимости от переговоров и результатов медицинской оценки постоянной нетрудоспособности. Опытный адвокат может оценить сопоставимые дела для оценки стоимости Вашего урегулирования.",,,,settlement-calculator.jsonld.average-workers-comp-settlements-in
75,settlement-calculator,waiver citation,"In New York, workers' compensation settlements are calculated based on the type of case. For Schedule Loss of Use (SLU) awards under WCL §15(3), the value equals the percentage of loss times the number of weeks assigned to that body part, multiplied by the claimant's compensation rate (2/3 of average weekly wage, capped at the statutory maximum). Section 32 settlements involve a lump-sum payment that closes the case entirely and are negotiated based on the present value of future benefits.","В Нью-Йорке урегулирования по компенсации работникам рассчитываются в зависимости от типа дела. Для компенсаций за утрату функции конечности (SLU) согласно WCL §15(3) сумма равна проценту утраты, умноженному на количество недель, установленных для этой части тела, умноженному на ставку компенсации заявителя (2/3 от средней недельной заработной платы, ограниченную установленным законом максимумом). Урегулирования по Section 32 предполагают единовременную выплату, которая полностью закрывает дело, и согласовываются на основе приведённой стоимости будущих выплат.",,,,settlement-calculator.jsonld.in-new-york-workers-compensation
76,settlement-calculator,citation,"The timeline for a workers' comp settlement in New York depends on the case type. SLU awards are typically determined 1-3 years post-injury following maximum medical improvement (MMI). Section 32 settlements can take 6 months to several years to negotiate, depending on the complexity of the case, the strength of medical evidence, and the parties' positions. Once the settlement is signed and submitted to the Workers' Compensation Board, approval typically takes 1-2 weeks.","Сроки урегулирования по компенсации работникам в Нью-Йорке зависят от типа дела. Компенсации SLU обычно определяются через 1–3 года после травмы, после достижения максимального медицинского улучшения (MMI). Урегулирования по Section 32 могут занимать от 6 месяцев до нескольких лет на переговоры, в зависимости от сложности дела, прочности медицинских доказательств и позиций сторон. После подписания и подачи урегулирования в Комиссию по компенсации работникам (Workers' Compensation Board) утверждение обычно занимает 1–2 недели.",,,,settlement-calculator.jsonld.the-timeline-for-a-workers
77,settlement-calculator,citation,"The value of a NYS workers' compensation case depends on your average weekly wage, the body parts injured, the percentage of permanent impairment, your date of injury (which determines the maximum rate), and whether you have a Schedule Loss of Use (extremity) or classification (non-schedule) case. Use our free calculator to estimate SLU values, or consult with an attorney for a comprehensive case valuation including Section 32 settlement potential.","Стоимость дела о компенсации работникам штата Нью-Йорк зависит от Вашей средней недельной заработной платы, травмированных частей тела, процента постоянного нарушения, даты Вашей травмы (которая определяет максимальную ставку) и того, относится ли Ваше дело к утрате функции конечности (SLU) или классификации (вне перечня). Используйте наш бесплатный калькулятор для оценки стоимости SLU или проконсультируйтесь с адвокатом для комплексной оценки дела, включая потенциал урегулирования по Section 32.",,,,settlement-calculator.jsonld.the-value-of-a-nys
78,settlement-calculator,citation,What is a Section 32 agreement in NYS workers' compensation?,Что такое соглашение по Section 32 в компенсации работникам штата Нью-Йорк?,,,,settlement-calculator.jsonld.what-is-a-section-32
79,settlement-calculator,obligation,Must be approved by the Workers' Compensation Board,Должно быть утверждено Комиссией по компенсации работникам (Workers' Compensation Board),,,,settlement-calculator.must-be-approved-by-the
80,settlement-calculator,citation,SLU Award (§15(3)),Компенсация SLU (§15(3)),,,,settlement-calculator.slu-award-15-3
81,settlement-calculator,citation,"The extent of future medical care needed affects Section 32 settlement negotiations. More ongoing treatment needs typically increase settlement value. Future surgery, therapy, or specialist care all factor into negotiation.","Объём необходимого будущего медицинского лечения влияет на переговоры об урегулировании по Section 32. Больший объём продолжающегося лечения обычно увеличивает стоимость урегулирования. Будущая операция, терапия или лечение у специалиста — всё это учитывается при переговорах.",,,,settlement-calculator.the-extent-of-future-medical
82,settlement-calculator,citation,"The value of a NYS workers' compensation case depends on your average weekly wage, the body parts injured, the percentage of permanent impairment, your date of injury (which determines the maximum rate), and whether you have a Schedule Loss of Use (extremity) or classification (non-schedule) case. Use our free calculator above to estimate SLU values, or consult with an attorney for a comprehensive case valuation including Section 32 settlement potential.","Стоимость дела о компенсации работникам штата Нью-Йорк зависит от Вашей средней недельной заработной платы, травмированных частей тела, процента постоянного нарушения, даты Вашей травмы (которая определяет максимальную ставку) и того, относится ли Ваше дело к утрате функции конечности (SLU) или классификации (вне перечня). Используйте наш бесплатный калькулятор выше для оценки стоимости SLU или проконсультируйтесь с адвокатом для комплексной оценки дела, включая потенциал урегулирования по Section 32.",,,,settlement-calculator.the-value-of-a-nys
83,settlement-calculator,eligibility waiver,Typically closes medical benefits (unless carved out),Обычно закрывает медицинские выплаты (если не оговорено иное),,,,settlement-calculator.typically-closes-medical-benefits-unless
84,settlement-calculator,citation,What is a Section 32 agreement?,Что такое соглашение по Section 32?,,,,settlement-calculator.what-is-a-section-32
85,settlement-calculator,citation,"Younger claimants with limited work capacity may receive higher settlements because they have longer earning potential ahead. Age, residual functional capacity, and vocational prospects all influence Section 32 value significantly.","Более молодые заявители с ограниченной трудоспособностью могут получать более высокие урегулирования, поскольку у них больше потенциала заработка впереди. Возраст, остаточная функциональная трудоспособность и профессиональные перспективы значительно влияют на стоимость урегулирования по Section 32.",,,,settlement-calculator.younger-claimants-with-limited-work
86,settlement-calculator,citation,Your date of injury determines which compensation rate applies. Older injuries use lower rates; newer injuries use higher current rates. This significantly impacts both SLU awards and Section 32 settlement value.,"Дата Вашей травмы определяет, какая ставка компенсации применяется. Более старые травмы используют более низкие ставки; более новые травмы используют более высокие текущие ставки. Это значительно влияет как на компенсации SLU, так и на стоимость урегулирования по Section 32.",,,,settlement-calculator.your-date-of-injury-determines
87,tools.claim-filing,filing citation,"A step-by-step wizard that walks you through the WCB Form C-3 — the form that opens your New York workers' compensation case — in plain English, field by field. Answer simple questions and we build your signed, filing-ready PDF.","Пошаговый мастер, который проведёт Вас через форму WCB C-3 — форму, которая открывает Ваше дело о компенсации работникам в Нью-Йорке — простым языком, поле за полем. Ответьте на простые вопросы, и мы создадим Ваш подписанный, готовый к подаче PDF.",,,,tools.claim-filing.a-step-by-step-wizard
88,tools.claim-filing,filing citation,"Clear, current guidance on exactly how and where to file your completed C-3 with the WCB.","Чёткие, актуальные инструкции о том, как и куда именно подать заполненную форму C-3 в WCB.",,,,tools.claim-filing.clear-current-guidance-on-exactly
89,tools.claim-filing,deadline filing eligibility,"Disclaimer. This tool is provided for informational purposes only and does not constitute legal advice. The Comp Desk is a software platform, not a law firm, and using the Claim Filing Wizard does not create an attorney-client relationship. Filing deadlines and requirements under New York Workers' Compensation Law vary by situation. For guidance on your specific claim, consult a qualified workers' compensation attorney.","Отказ от ответственности. Этот инструмент предоставляется исключительно в информационных целях и не является юридической консультацией. The Comp Desk — это программная платформа, а не юридическая фирма, и использование Мастера подачи заявления не создаёт отношений «адвокат-клиент». Сроки и требования подачи согласно Закону штата Нью-Йорк о компенсации работникам варьируются в зависимости от ситуации. Для рекомендаций по Вашему конкретному заявлению проконсультируйтесь с квалифицированным адвокатом по компенсации работникам.",,,,tools.claim-filing.disclaimer-this-tool-is-provided
90,tools.claim-filing,citation,"Important: The Comp Desk is a software platform, not a law firm. This wizard helps you complete and understand the C-3 — it does not give legal advice or file on your behalf.","Важно: The Comp Desk — это программная платформа, а не юридическая фирма. Этот мастер помогает Вам заполнить и понять форму C-3 — он не даёт юридических консультаций и не подаёт заявление от Вашего имени.",,,,tools.claim-filing.important-the-comp-desk-is
91,tools.claim-filing,citation,Plain-English questions map to every section of the official WCB Form C-3 — no legalese to decode.,Вопросы простым языком соответствуют каждому разделу официальной формы WCB C-3 — никакого юридического жаргона расшифровывать не нужно.,,,,tools.claim-filing.plain-english-questions-map-to
92,tools.claim-filing,deadline citation,"The C-3 — Employee Claim is what actually opens your case with the New York Workers' Compensation Board. Until it's filed, the Board has no record of your claim. In most cases you have two years from the date of injury (or from when you knew the injury was work-related) to file — and incomplete or inconsistent answers can slow your claim down or invite a dispute.","Форма C-3 — заявление работника — это то, что фактически открывает Ваше дело в Комиссии по компенсации работникам штата Нью-Йорк (New York Workers' Compensation Board). Пока она не подана, у Комиссии нет записи о Вашем заявлении. В большинстве случаев у Вас есть два года с даты травмы (или с момента, когда Вы узнали, что травма связана с работой) на подачу — а неполные или противоречивые ответы могут замедлить рассмотрение Вашего заявления или вызвать спор.",,,,tools.claim-filing.the-c-3-employee-claim
93,tools.claim-filing,citation,The C-3 wizard is one piece of the puzzle.,Мастер C-3 — это лишь часть общей картины.,,,,tools.claim-filing.the-c-3-wizard-is
94,tools.find-doctor,citation,"All five — Manhattan, Brooklyn, Queens, the Bronx, and Staten Island. Pan and zoom are restricted to this region. Outside NYC? Use the NYS WCB provider search.","Все пять — Манхэттен, Бруклин, Куинс, Бронкс и Статен-Айленд. Панорамирование и масштабирование ограничены этим регионом. За пределами Нью-Йорка? Используйте поиск врачей NYS WCB.",,,,tools.find-doctor.all-five-manhattan-brooklyn-queens
95,tools.find-doctor,obligation eligibility,"Currently, yes. Apart from limited exceptions like emergency care, a provider who treats an injured worker in New York generally must be authorized by the Workers' Compensation Board. Governor Hochul's 2026 ""Universal Authorization"" proposal would remove that requirement for any eligible licensed provider in good standing, but it is not yet law — if enacted, it would take effect January 1, 2028.","В настоящее время да. За исключением ограниченных случаев, таких как неотложная помощь, врач, лечащий травмированного работника в Нью-Йорке, как правило, должен иметь авторизацию Комиссии по компенсации работникам (Workers' Compensation Board). Предложение губернатора Hochul 2026 года о «Универсальной авторизации» устранило бы это требование для любого имеющего право лицензированного врача с хорошей репутацией, но оно ещё не стало законом — в случае принятия оно вступит в силу 1 января 2028 года.",,,,tools.find-doctor.currently-yes-apart-from-limited
96,tools.find-doctor,citation,Does my doctor need to be WCB-authorized?,Должен ли мой врач иметь авторизацию WCB?,,,,tools.find-doctor.does-my-doctor-need-to
97,tools.find-doctor,obligation citation,"Generally yes. For non-emergency treatment, you have the right to select your own treating physician, who currently must be WCB-authorized. If your employer is part of a Preferred Provider Organization (PPO), you may be required to see a PPO provider for the first 30 days. A WC attorney can confirm what applies in your case.","В целом да. Для планового лечения у Вас есть право выбрать своего лечащего врача, который в настоящее время должен иметь авторизацию WCB. Если Ваш работодатель является участником организации предпочтительных поставщиков (Preferred Provider Organization, PPO), от Вас может потребоваться обращение к врачу PPO в течение первых 30 дней. Адвокат по компенсации работникам может подтвердить, что применяется в Вашем случае.",,,,tools.find-doctor.generally-yes-for-non-emergency
98,tools.find-doctor,eligibility citation,"Gov. Hochul's 2026 State of the State proposal (re-proposed after 2025) would let any eligible licensed provider in good standing treat workers'-compensation patients without separate WCB authorization. It is not yet law if enacted, it would take effect January 1, 2028. Until then, this map highlights providers experienced with WC cases. Read the WCB proposal",Предложение губернатора Hochul в обращении о положении штата 2026 года (повторно выдвинутое после 2025 года) позволило бы любому имеющему право лицензированному врачу с хорошей репутацией лечить пациентов по компенсации работникам без отдельной авторизации WCB. Это ещё не закон в случае принятия оно вступит в силу 1 января 2028 года. До тех пор эта карта выделяет врачей с опытом работы с делами по компенсации работникам. Читать предложение WCB,,,,tools.find-doctor.gov-hochul-s-2026-state
99,tools.find-doctor,obligation eligibility,"Currently, yes. Apart from limited exceptions such as emergency care, a provider who treats an injured worker in New York generally must be authorized by the Workers' Compensation Board. Governor Hochul's 2026 'Universal Authorization' proposal would remove this requirement and allow any eligible licensed provider in good standing to treat workers' compensation patients, but it is not yet law; if enacted, it would take effect January 1, 2028. This directory focuses on providers experienced with workers' comp cases.","В настоящее время да. За исключением ограниченных случаев, таких как неотложная помощь, врач, лечащий травмированного работника в Нью-Йорке, как правило, должен иметь авторизацию Комиссии по компенсации работникам (Workers' Compensation Board). Предложение губернатора Hochul 2026 года о «Универсальной авторизации» устранило бы это требование и позволило бы любому имеющему право лицензированному врачу с хорошей репутацией лечить пациентов по компенсации работникам, но оно ещё не стало законом; в случае принятия оно вступит в силу 1 января 2028 года. Этот справочник ориентирован на врачей с опытом работы с делами о компенсации работникам.",,,,tools.find-doctor.jsonld.currently-yes-apart-from-limited
100,tools.find-doctor,citation,Does my doctor need to be WCB-authorized to treat my workers' comp injury in New York?,"Должен ли мой врач иметь авторизацию WCB, чтобы лечить мою травму по компенсации работникам в Нью-Йорке?",,,,tools.find-doctor.jsonld.does-my-doctor-need-to
101,tools.find-doctor,obligation citation,"Generally yes. For non-emergency treatment, you have the right to select your own treating physician, who currently must be WCB-authorized. For emergencies, you may be seen by whichever provider treats you. If your employer is part of a Preferred Provider Organization (PPO), you may be required to see a PPO provider for the first 30 days. Consult a workers' compensation attorney for case-specific guidance.","В целом да. Для планового лечения у Вас есть право выбрать своего лечащего врача, который в настоящее время должен иметь авторизацию WCB. В экстренных случаях Вас может принять любой врач, который Вас лечит. Если Ваш работодатель является участником организации предпочтительных поставщиков (Preferred Provider Organization, PPO), от Вас может потребоваться обращение к врачу PPO в течение первых 30 дней. Проконсультируйтесь с адвокатом по компенсации работникам для получения рекомендаций по Вашему конкретному делу.",,,,tools.find-doctor.jsonld.generally-yes-for-non-emergency
102,tools.find-doctor,citation,"Listed providers either (a) self-identify as accepting workers'-comp patients and have a history of WC billing under the WCB authorization regime, or (b) have been recommended by attorneys actively practicing WC in New York. We do not accept payment for placement.","Указанные врачи либо (a) сами заявляют о приёме пациентов по компенсации работникам и имеют историю выставления счетов по WC в рамках режима авторизации WCB, либо (b) были рекомендованы адвокатами, активно практикующими в сфере компенсации работникам в Нью-Йорке. Мы не принимаем оплату за размещение.",,,,tools.find-doctor.listed-providers-either-a-self
103,tools.find-doctor,citation,"Tap your injury to pull every WCB-authorized provider for it — the full Workers' Compensation Board list, narrowed to your area. Use ""Use my location"" or pick a borough first to sort by distance.","Нажмите на Вашу травму, чтобы получить всех врачей, авторизованных WCB для неё — полный список Комиссии по компенсации работникам (Workers' Compensation Board), суженный до Вашего района. Сначала используйте «Использовать моё местоположение» или выберите район, чтобы отсортировать по расстоянию.",,,,tools.find-doctor.tap-your-injury-to-pull
104,tools.ime-reminders,eligibility,"Disclaimer. This tool is provided for informational purposes only and does not constitute legal or medical advice. IME Reminders helps you stay organized and prepared, but cannot guarantee any outcome in your workers' compensation case. The results of your Independent Medical Examination are determined by the examining doctor's findings and the Workers' Compensation Board's evaluation. For guidance on your specific situation, consult a qualified workers' compensation attorney.","Отказ от ответственности. Этот инструмент предоставляется исключительно в информационных целях и не является юридической или медицинской консультацией. IME Reminders помогает Вам оставаться организованными и подготовленными, но не может гарантировать какой-либо исход Вашего дела о компенсации работникам. Результаты Вашей независимой медицинской экспертизы определяются заключениями осматривающего врача и оценкой Комиссии по компенсации работникам (Workers' Compensation Board). Для рекомендаций по Вашей конкретной ситуации проконсультируйтесь с квалифицированным адвокатом по компенсации работникам.",,,,tools.ime-reminders.disclaimer-this-tool-is-provided
105,tools.ime-reminders,filing,"Missing an IME without a valid medical reason can have serious consequences. Your benefits may be suspended, your case may be delayed, or a judge may decide issues based largely on the IME doctor's findings. Always notify the carrier and your attorney immediately if you cannot attend, and provide documentation if possible.","Пропуск IME без уважительной медицинской причины может иметь серьёзные последствия. Ваши выплаты могут быть приостановлены, Ваше дело может быть задержано, или судья может принять решение по вопросам в основном на основе заключений врача IME. Всегда немедленно уведомляйте страховщика и Вашего адвоката, если Вы не можете присутствовать, и предоставляйте документацию, если это возможно.",,,,tools.ime-reminders.jsonld.missing-an-ime-without-a
106,tools.ime-reminders,filing,"Missing an IME without a valid reason can have serious consequences — your benefits may be suspended, your case may be delayed, or a judge may decide issues based largely on the IME doctor's findings. Always notify the carrier and your attorney immediately if you cannot attend, and provide documentation when possible.","Пропуск IME без уважительной причины может иметь серьёзные последствия — Ваши выплаты могут быть приостановлены, Ваше дело может быть задержано, или судья может принять решение по вопросам в основном на основе заключений врача IME. Всегда немедленно уведомляйте страховщика и Вашего адвоката, если Вы не можете присутствовать, и предоставляйте документацию, когда это возможно.",,,,tools.ime-reminders.missing-an-ime-without-a
107,tools.learning,eligibility,"Disclaimer: This educational content is provided for informational purposes only and does not constitute legal or medical advice. For specific guidance regarding your individual case, please consult with a qualified attorney or medical professional.","Отказ от ответственности: Этот образовательный контент предоставляется исключительно в информационных целях и не является юридической или медицинской консультацией. Для получения конкретных рекомендаций по Вашему индивидуальному делу, пожалуйста, проконсультируйтесь с квалифицированным адвокатом или медицинским специалистом.",,,,tools.learning.disclaimer-this-educational-content-is
108,tools.medical-travel,eligibility citation,"Disclaimer. This tool is provided for informational purposes only and does not constitute legal advice. The Medical Travel tracker helps you organize your expenses and prepare the C-257, but cannot guarantee that any expense will be reimbursed. Reimbursement is determined by the insurance carrier and the Workers' Compensation Board. Keep your original receipts, and for guidance on your specific situation consult a qualified workers' compensation attorney.","Отказ от ответственности. Этот инструмент предоставляется исключительно в информационных целях и не является юридической консультацией. Трекер медицинских и транспортных расходов помогает Вам организовать Ваши расходы и подготовить форму C-257, но не может гарантировать, что какой-либо расход будет возмещён. Возмещение определяется страховщиком и Комиссией по компенсации работникам (Workers' Compensation Board). Храните оригиналы чеков, и для рекомендаций по Вашей конкретной ситуации проконсультируйтесь с квалифицированным адвокатом по компенсации работникам.",,,,tools.medical-travel.disclaimer-this-tool-is-provided
109,tools.medical-travel,citation,"Enter your start and the provider — we measure the driving distance and apply the WCB rate for that date, round trip by default.","Введите Вашу точку отправления и врача — мы измерим расстояние поездки и применим ставку WCB на эту дату, по умолчанию туда и обратно.",,,,tools.medical-travel.enter-your-start-and-the
110,tools.medical-travel,eligibility,"Every trip to your doctor, the pharmacy, physical therapy, or an Independent Medical Examination has a cost — and in a New York workers' compensation case, you're entitled to be paid back for it. That includes subway and bus fares, taxis and rideshares, mileage in your own car, tolls, parking, prescriptions, and medical supplies.","Каждая поездка к врачу, в аптеку, на физиотерапию или на независимую медицинскую экспертизу имеет стоимость — и в деле о компенсации работникам в Нью-Йорке Вы имеете право на её возмещение. Это включает оплату метро и автобуса, такси и поездок на такси, пробег на собственном автомобиле, платные дороги, парковку, рецепты и медицинские принадлежности.",,,,tools.medical-travel.every-trip-to-your-doctor
111,tools.medical-travel,citation,How do I send my C-257 to the Board?,Как мне отправить мою форму C-257 в Комиссию?,,,,tools.medical-travel.how-do-i-send-my
112,tools.medical-travel,citation,"If it was necessary to get to or pay for your authorized treatment, it likely belongs on your C-257.","Если это было необходимо, чтобы добраться до или оплатить Ваше авторизованное лечение, это, вероятно, относится к Вашей форме C-257.",,,,tools.medical-travel.if-it-was-necessary-to
113,tools.medical-travel,citation,"Important: The Comp Desk is a software platform, not a law firm. The Medical Travel tracker helps you organize your expenses and prepare your C-257 — it does not give legal advice or guarantee reimbursement in your case.","Важно: The Comp Desk — это программная платформа, а не юридическая фирма. Трекер медицинских и транспортных расходов помогает Вам организовать Ваши расходы и подготовить форму C-257 — он не даёт юридических консультаций и не гарантирует возмещение по Вашему делу.",,,,tools.medical-travel.important-the-comp-desk-is
114,tools.medical-travel,citation,How do I send my C-257 to the Workers' Compensation Board?,Как мне отправить мою форму C-257 в Комиссию по компенсации работникам (Workers' Compensation Board)?,,,,tools.medical-travel.jsonld.how-do-i-send-my
115,tools.medical-travel,citation,Medical & Travel Reimbursement (C-257) — The Comp Desk,Возмещение медицинских и транспортных расходов (C-257) — The Comp Desk,,,,tools.medical-travel.jsonld.medical-travel-reimbursement-c-257
116,tools.medical-travel,citation,"Medical & Travel tracking is part of Comp Buddy, the injured-worker companion in The Comp Desk. Comp Buddy is $9.99 per month and includes the reimbursement tracker, the C-257 generator, accident and notice evidence, and more.","Отслеживание медицинских и транспортных расходов является частью Comp Buddy, компаньона для травмированных работников в The Comp Desk. Comp Buddy стоит $9.99 в месяц и включает трекер возмещений, генератор C-257, доказательства несчастного случая и уведомления, и многое другое.",,,,tools.medical-travel.jsonld.medical-travel-tracking-is-part
117,tools.medical-travel,citation,"The C-257, Claimant's Record of Medical and Travel Expenses and Request for Reimbursement, is the official New York Workers' Compensation Board form you use to itemize your medical and travel expenses and request payment. The Comp Desk fills it in from the trips and receipts you log.","Форма C-257, «Отчёт заявителя о медицинских и транспортных расходах и запрос на возмещение», — это официальная форма Комиссии по компенсации работникам штата Нью-Йорк (New York Workers' Compensation Board), которую Вы используете, чтобы детализировать Ваши медицинские и транспортные расходы и запросить оплату. The Comp Desk заполняет её на основе поездок и чеков, которые Вы регистрируете.",,,,tools.medical-travel.jsonld.the-c-257-claimant-s
118,tools.medical-travel,filing citation,The Comp Desk generates your completed C-257 and opens your device's email to the Board's filing address with the form and your receipts attached for you to review and send. You also serve a copy on the insurance carrier. The app never sends anything on its own — you always review and tap send.,"The Comp Desk формирует Вашу заполненную форму C-257 и открывает почтовое приложение Вашего устройства с адресом подачи в Комиссию, с прикреплённой формой и Вашими чеками, для просмотра и отправки. Вы также направляете копию страховщику. Приложение никогда не отправляет ничего самостоятельно — Вы всегда просматриваете и нажимаете отправить.",,,,tools.medical-travel.jsonld.the-comp-desk-generates-your
