#,page,category,english_source,translation_es,APPROVED (y/n),CORRECTION (write the corrected text here),reviewer_notes,key
63,legal.privacy,eligibility,"This policy covers the thecompdesk.com website, our mobile app and browser extension, our workers' compensation calculators, our contact and attorney-referral forms, our reminder features, and registered attorney accounts. It does not cover the practices of independent attorneys to whom you may be referred, who maintain their own privacy practices and become responsible for your information once it is shared with them.","Esta política cubre el sitio web thecompdesk.com, nuestra app móvil y extensión de navegador, nuestras calculadoras de compensación laboral, nuestros formularios de contacto y referencia de abogados, nuestras funciones de recordatorio y las cuentas registradas de abogados. No cubre las prácticas de los abogados independientes a quienes podamos referirlo, quienes mantienen sus propias prácticas de privacidad y se vuelven responsables de su información una vez que se comparte con ellos.",,,,legal.privacy.this-policy-covers-the-thecompdesk
64,legal.privacy,obligation,"We may disclose information if required by law, subpoena, or other legal process, or where we believe disclosure is necessary to protect our rights, your safety, or the safety of others.","Podemos divulgar información si así lo exige la ley, una citación judicial u otro proceso legal, o cuando consideremos que la divulgación es necesaria para proteger nuestros derechos, su seguridad o la seguridad de otros.",,,,legal.privacy.we-may-disclose-information-if
65,legal.privacy,filing,"We may update this Privacy Policy from time to time. Changes will be posted to this page with an updated ""Last updated"" date. For material changes, we will make reasonable efforts to notify registered users by email. Continued use of the Services after changes take effect constitutes acceptance of the revised policy.","Podemos actualizar esta Política de Privacidad de vez en cuando. Los cambios se publicarán en esta página con una fecha actualizada de ""Última actualización"". Para cambios significativos, haremos esfuerzos razonables para notificar a los usuarios registrados por correo electrónico. El uso continuado de los Servicios después de que los cambios entren en vigor constituye la aceptación de la política revisada.",,,,legal.privacy.we-may-update-this-privacy
66,legal.privacy,obligation citation,"We retain aggregate analytics data for up to 24 months. Account data is retained while your account is active. Road to Recovery questionnaire answers and checklist progress are retained while your account is active and are deleted when your account is deleted; the general, de-identified roadmap explanations described in Section 3.6 contain no personal information and may be retained. Information you submit through a referral or contact form is retained as long as needed to provide the service you requested and as required by law, after which it is deleted or de-identified.","Conservamos los datos analíticos agregados hasta por 24 meses. Los datos de la cuenta se conservan mientras su cuenta esté activa. Las respuestas del cuestionario de Road to Recovery y el progreso de la lista de verificación se conservan mientras su cuenta esté activa y se eliminan cuando se elimina su cuenta; las explicaciones generales y desidentificadas de la hoja de ruta descritas en la Sección 3.6 no contienen información personal y pueden conservarse. La información que envía a través de un formulario de referencia o contacto se conserva mientras sea necesario para prestar el servicio que solicitó y según lo exija la ley, después de lo cual se elimina o desidentifica.",,,,legal.privacy.we-retain-aggregate-analytics-data
67,legal.privacy,deadline,You may request access to or correction of the personal information we hold about you by emailing privacy@thecompdesk.com. We will respond within 30 days.,"Puede solicitar acceso a la información personal que tenemos sobre usted, o su corrección, escribiendo a privacy@thecompdesk.com. Responderemos dentro de 30 días.",,,,legal.privacy.you-may-request-access-to
68,pricing,deadline,🎯Priority supportResponse within 1 business day,🎯Soporte prioritarioRespuesta dentro de 1 día hábil,,,,pricing.priority-support-response-within-1
69,settlement-calculator,citation,"Choose the injured body part from the WCL §15(3) schedule — arm, leg, hand, foot, finger, toe, eye, or ear.","Elija la parte del cuerpo lesionada de la tabla de WCL §15(3) — brazo, pierna, mano, pie, dedo de la mano, dedo del pie, ojo u oído.",,,,settlement-calculator.choose-the-injured-body-part
70,settlement-calculator,citation,Compare your SLU award estimate against a potential Section 32 settlement to understand which path may be right for your situation.,Compare su estimación de compensación SLU con un posible convenio Section 32 para entender qué camino puede ser el adecuado para su situación.,,,,settlement-calculator.compare-your-slu-award-estimate
71,settlement-calculator,citation,"Different body parts have different week schedules under WCL §15(3). An arm loss is worth more weeks than a finger loss. Non-scheduled injuries (back, neck) are evaluated differently and may support higher lump sums.","Distintas partes del cuerpo tienen distintas tablas de semanas conforme a WCL §15(3). Una pérdida de brazo vale más semanas que una pérdida de dedo. Las lesiones no programadas (espalda, cuello) se evalúan de forma diferente y pueden respaldar sumas globales más altas.",,,,settlement-calculator.different-body-parts-have-different
72,settlement-calculator,citation,Estimate the value of your NYS workers' compensation settlement. Calculate Schedule Loss of Use (SLU) awards by body part under WCL §15(3) and explore whether a Section 32 settlement makes sense for your case.,"Estime el valor de su convenio de compensación laboral de NYS. Calcule compensaciones por Pérdida permanente del uso de un miembro (Schedule Loss of Use, SLU) por parte del cuerpo conforme a WCL §15(3) y explore si un convenio Section 32 tiene sentido para su caso.",,,,settlement-calculator.estimate-the-value-of-your
73,settlement-calculator,obligation eligibility waiver citation,"A Section 32 agreement is a voluntary settlement under Workers' Compensation Law §32 that allows the claimant and carrier to resolve the entire case with a lump-sum payment. Once approved by the Workers' Compensation Board, it closes the case permanently — including future medical benefits unless specifically excluded. Both parties must consent, and the Board reviews the agreement to ensure it is in the claimant's best interest.","Un acuerdo Section 32 es un convenio voluntario conforme a la Ley de Compensación Laboral §32 que permite al reclamante y a la aseguradora resolver todo el caso mediante un pago único. Una vez aprobado por la Junta de Compensación Laboral (Workers' Compensation Board), cierra el caso de forma permanente — incluidos los beneficios médicos futuros, salvo que se excluyan específicamente. Ambas partes deben consentir, y la Junta revisa el acuerdo para asegurarse de que beneficie al reclamante.",,,,settlement-calculator.jsonld.a-section-32-agreement-is
74,settlement-calculator,citation,"Average workers' comp settlements in New York vary widely depending on the severity of the injury, the body part affected, and whether the claim involves Schedule Loss of Use or a classification injury. SLU settlements for a single extremity typically range from $10,000 to $150,000+ depending on the percentage of loss and the compensation rate at the time of injury. Section 32 settlements can be substantially higher or lower depending on negotiation and medical permanency findings. An experienced attorney can evaluate comparable cases to estimate your settlement value.","Los convenios promedio de compensación laboral en Nueva York varían ampliamente según la gravedad de la lesión, la parte del cuerpo afectada y si el reclamo involucra Pérdida permanente del uso de un miembro (Schedule Loss of Use, SLU) o una lesión de clasificación. Los convenios SLU para una sola extremidad generalmente oscilan entre $10,000 y $150,000+ según el porcentaje de pérdida y la tasa de compensación vigente al momento de la lesión. Los convenios Section 32 pueden ser sustancialmente más altos o más bajos según la negociación y los hallazgos médicos de permanencia. Un abogado con experiencia puede evaluar casos comparables para estimar el valor de su convenio.",,,,settlement-calculator.jsonld.average-workers-comp-settlements-in
75,settlement-calculator,waiver citation,"In New York, workers' compensation settlements are calculated based on the type of case. For Schedule Loss of Use (SLU) awards under WCL §15(3), the value equals the percentage of loss times the number of weeks assigned to that body part, multiplied by the claimant's compensation rate (2/3 of average weekly wage, capped at the statutory maximum). Section 32 settlements involve a lump-sum payment that closes the case entirely and are negotiated based on the present value of future benefits.","En Nueva York, los convenios de compensación laboral se calculan según el tipo de caso. Para compensaciones por Pérdida permanente del uso de un miembro (Schedule Loss of Use, SLU) conforme a WCL §15(3), el valor equivale al porcentaje de pérdida multiplicado por el número de semanas asignadas a esa parte del cuerpo, multiplicado por la tasa de compensación del reclamante (2/3 del salario semanal promedio, con tope en el máximo legal). Los convenios Section 32 implican un pago único que cierra el caso por completo y se negocian con base en el valor presente de los beneficios futuros.",,,,settlement-calculator.jsonld.in-new-york-workers-compensation
76,settlement-calculator,citation,"The timeline for a workers' comp settlement in New York depends on the case type. SLU awards are typically determined 1-3 years post-injury following maximum medical improvement (MMI). Section 32 settlements can take 6 months to several years to negotiate, depending on the complexity of the case, the strength of medical evidence, and the parties' positions. Once the settlement is signed and submitted to the Workers' Compensation Board, approval typically takes 1-2 weeks.","El cronograma de un convenio de compensación laboral en Nueva York depende del tipo de caso. Las compensaciones SLU generalmente se determinan de 1 a 3 años después de la lesión, tras alcanzar la mejoría médica máxima (Maximum Medical Improvement, MMI). Los convenios Section 32 pueden tardar de 6 meses a varios años en negociarse, según la complejidad del caso, la solidez de la evidencia médica y las posiciones de las partes. Una vez firmado y presentado el convenio ante la Junta de Compensación Laboral (Workers' Compensation Board), la aprobación generalmente toma de 1 a 2 semanas.",,,,settlement-calculator.jsonld.the-timeline-for-a-workers
77,settlement-calculator,citation,"The value of a NYS workers' compensation case depends on your average weekly wage, the body parts injured, the percentage of permanent impairment, your date of injury (which determines the maximum rate), and whether you have a Schedule Loss of Use (extremity) or classification (non-schedule) case. Use our free calculator to estimate SLU values, or consult with an attorney for a comprehensive case valuation including Section 32 settlement potential.","El valor de un caso de compensación laboral de NYS depende de su salario semanal promedio, las partes del cuerpo lesionadas, el porcentaje de impedimento permanente, su fecha de lesión (que determina la tasa máxima) y si su caso es de Pérdida permanente del uso de un miembro (Schedule Loss of Use, SLU) (extremidad) o de clasificación (no programada). Use nuestra calculadora gratuita para estimar valores de SLU, o consulte con un abogado para una valoración integral del caso, incluido el potencial de un convenio Section 32.",,,,settlement-calculator.jsonld.the-value-of-a-nys
78,settlement-calculator,citation,What is a Section 32 agreement in NYS workers' compensation?,¿Qué es un acuerdo Section 32 en la compensación laboral de NYS?,,,,settlement-calculator.jsonld.what-is-a-section-32
79,settlement-calculator,obligation,Must be approved by the Workers' Compensation Board,Debe ser aprobado por la Junta de Compensación Laboral (Workers' Compensation Board),,,,settlement-calculator.must-be-approved-by-the
80,settlement-calculator,citation,SLU Award (§15(3)),Compensación SLU (§15(3)),,,,settlement-calculator.slu-award-15-3
81,settlement-calculator,citation,"The extent of future medical care needed affects Section 32 settlement negotiations. More ongoing treatment needs typically increase settlement value. Future surgery, therapy, or specialist care all factor into negotiation.","El alcance de la atención médica futura necesaria afecta las negociaciones del convenio Section 32. Más necesidades de tratamiento continuo generalmente aumentan el valor del convenio. La cirugía futura, la terapia o la atención especializada influyen en la negociación.",,,,settlement-calculator.the-extent-of-future-medical
82,settlement-calculator,citation,"The value of a NYS workers' compensation case depends on your average weekly wage, the body parts injured, the percentage of permanent impairment, your date of injury (which determines the maximum rate), and whether you have a Schedule Loss of Use (extremity) or classification (non-schedule) case. Use our free calculator above to estimate SLU values, or consult with an attorney for a comprehensive case valuation including Section 32 settlement potential.","El valor de un caso de compensación laboral de NYS depende de su salario semanal promedio, las partes del cuerpo lesionadas, el porcentaje de impedimento permanente, su fecha de lesión (que determina la tasa máxima) y si su caso es de Pérdida permanente del uso (extremidad) o de clasificación (no programada). Use nuestra calculadora gratuita de arriba para estimar valores de SLU, o consulte con un abogado para una valoración integral del caso, incluido el potencial de un convenio Section 32.",,,,settlement-calculator.the-value-of-a-nys
83,settlement-calculator,eligibility waiver,Typically closes medical benefits (unless carved out),Generalmente cierra los beneficios médicos (a menos que se excluyan),,,,settlement-calculator.typically-closes-medical-benefits-unless
84,settlement-calculator,citation,What is a Section 32 agreement?,¿Qué es un acuerdo Section 32?,,,,settlement-calculator.what-is-a-section-32
85,settlement-calculator,citation,"Younger claimants with limited work capacity may receive higher settlements because they have longer earning potential ahead. Age, residual functional capacity, and vocational prospects all influence Section 32 value significantly.","Los reclamantes más jóvenes con capacidad laboral limitada pueden recibir convenios más altos porque tienen un mayor potencial de ingresos por delante. La edad, la capacidad funcional residual y las perspectivas vocacionales influyen significativamente en el valor del convenio Section 32.",,,,settlement-calculator.younger-claimants-with-limited-work
86,settlement-calculator,citation,Your date of injury determines which compensation rate applies. Older injuries use lower rates; newer injuries use higher current rates. This significantly impacts both SLU awards and Section 32 settlement value.,Su fecha de lesión determina qué tasa de compensación aplica. Las lesiones más antiguas usan tasas más bajas; las lesiones más recientes usan las tasas actuales más altas. Esto impacta significativamente tanto las compensaciones SLU como el valor del convenio Section 32.,,,,settlement-calculator.your-date-of-injury-determines
87,tools.claim-filing,filing citation,"A step-by-step wizard that walks you through the WCB Form C-3 — the form that opens your New York workers' compensation case — in plain English, field by field. Answer simple questions and we build your signed, filing-ready PDF.","Un asistente paso a paso que lo guía a través del Formulario C-3 de la WCB — el formulario que abre su caso de compensación laboral en Nueva York — en lenguaje sencillo, campo por campo. Responda preguntas simples y nosotros armamos su PDF firmado y listo para presentar.",,,,tools.claim-filing.a-step-by-step-wizard
88,tools.claim-filing,filing citation,"Clear, current guidance on exactly how and where to file your completed C-3 with the WCB.",Orientación clara y actualizada sobre exactamente cómo y dónde presentar su C-3 completado ante la WCB.,,,,tools.claim-filing.clear-current-guidance-on-exactly
89,tools.claim-filing,deadline filing eligibility,"Disclaimer. This tool is provided for informational purposes only and does not constitute legal advice. The Comp Desk is a software platform, not a law firm, and using the Claim Filing Wizard does not create an attorney-client relationship. Filing deadlines and requirements under New York Workers' Compensation Law vary by situation. For guidance on your specific claim, consult a qualified workers' compensation attorney.","Aviso legal. Esta herramienta se ofrece únicamente con fines informativos y no constituye asesoría legal. The Comp Desk es una plataforma de software, no un bufete de abogados, y el uso del Asistente para Presentar un Reclamo no crea una relación abogado-cliente. Los plazos y requisitos de presentación conforme a la Ley de Compensación Laboral de Nueva York varían según la situación. Para orientación sobre su reclamo específico, consulte a un abogado de compensación laboral calificado.",,,,tools.claim-filing.disclaimer-this-tool-is-provided
90,tools.claim-filing,citation,"Important: The Comp Desk is a software platform, not a law firm. This wizard helps you complete and understand the C-3 — it does not give legal advice or file on your behalf.","Importante: The Comp Desk es una plataforma de software, no un bufete de abogados. Este asistente le ayuda a completar y entender el C-3 — no brinda asesoría legal ni presenta el formulario en su nombre.",,,,tools.claim-filing.important-the-comp-desk-is
91,tools.claim-filing,citation,Plain-English questions map to every section of the official WCB Form C-3 — no legalese to decode.,Preguntas en lenguaje sencillo que corresponden a cada sección del Formulario C-3 oficial de la WCB — sin lenguaje legal que descifrar.,,,,tools.claim-filing.plain-english-questions-map-to
92,tools.claim-filing,deadline citation,"The C-3 — Employee Claim is what actually opens your case with the New York Workers' Compensation Board. Until it's filed, the Board has no record of your claim. In most cases you have two years from the date of injury (or from when you knew the injury was work-related) to file — and incomplete or inconsistent answers can slow your claim down or invite a dispute.","El C-3 — Reclamo del Empleado es lo que realmente abre su caso ante la Junta de Compensación Laboral de Nueva York (Workers' Compensation Board). Hasta que se presente, la Junta no tiene registro de su reclamo. En la mayoría de los casos usted tiene dos años desde la fecha de la lesión (o desde que supo que la lesión estaba relacionada con el trabajo) para presentarlo — y las respuestas incompletas o inconsistentes pueden retrasar su reclamo o dar lugar a una disputa.",,,,tools.claim-filing.the-c-3-employee-claim
93,tools.claim-filing,citation,The C-3 wizard is one piece of the puzzle.,El asistente C-3 es solo una pieza del rompecabezas.,,,,tools.claim-filing.the-c-3-wizard-is
94,tools.find-doctor,citation,"All five — Manhattan, Brooklyn, Queens, the Bronx, and Staten Island. Pan and zoom are restricted to this region. Outside NYC? Use the NYS WCB provider search.","Los cinco — Manhattan, Brooklyn, Queens, el Bronx y Staten Island. El desplazamiento y el zoom están restringidos a esta región. ¿Está fuera de NYC? Use la búsqueda de proveedores de la WCB de NYS.",,,,tools.find-doctor.all-five-manhattan-brooklyn-queens
95,tools.find-doctor,obligation eligibility,"Currently, yes. Apart from limited exceptions like emergency care, a provider who treats an injured worker in New York generally must be authorized by the Workers' Compensation Board. Governor Hochul's 2026 ""Universal Authorization"" proposal would remove that requirement for any eligible licensed provider in good standing, but it is not yet law — if enacted, it would take effect January 1, 2028.","Actualmente, sí. Aparte de excepciones limitadas como la atención de emergencia, un proveedor que trata a un trabajador lesionado en Nueva York generalmente debe estar autorizado por la Junta de Compensación Laboral (Workers' Compensation Board). La propuesta de 2026 de la Gobernadora Hochul, ""Autorización Universal"", eliminaría ese requisito para cualquier proveedor con licencia elegible y en regla, pero aún no es ley — de aprobarse, entraría en vigor el 1 de enero de 2028.",,,,tools.find-doctor.currently-yes-apart-from-limited
96,tools.find-doctor,citation,Does my doctor need to be WCB-authorized?,¿Mi médico necesita estar autorizado por la WCB?,,,,tools.find-doctor.does-my-doctor-need-to
97,tools.find-doctor,obligation citation,"Generally yes. For non-emergency treatment, you have the right to select your own treating physician, who currently must be WCB-authorized. If your employer is part of a Preferred Provider Organization (PPO), you may be required to see a PPO provider for the first 30 days. A WC attorney can confirm what applies in your case.","Generalmente sí. Para tratamiento que no sea de emergencia, usted tiene derecho a elegir a su propio médico tratante, quien actualmente debe estar autorizado por la WCB. Si su empleador forma parte de una Organización de Proveedores Preferidos (PPO), es posible que deba ver a un proveedor de la PPO durante los primeros 30 días. Un abogado de compensación laboral puede confirmar qué aplica en su caso.",,,,tools.find-doctor.generally-yes-for-non-emergency
98,tools.find-doctor,eligibility citation,"Gov. Hochul's 2026 State of the State proposal (re-proposed after 2025) would let any eligible licensed provider in good standing treat workers'-compensation patients without separate WCB authorization. It is not yet law if enacted, it would take effect January 1, 2028. Until then, this map highlights providers experienced with WC cases. Read the WCB proposal","La propuesta del Discurso sobre el Estado del Estado 2026 de la Gobernadora Hochul (repropuesta después de 2025) permitiría que cualquier proveedor con licencia elegible y en regla trate a pacientes de compensación laboral sin necesidad de autorización separada de la WCB. Aún no es ley de aprobarse, entraría en vigor el 1 de enero de 2028. Hasta entonces, este mapa destaca a los proveedores con experiencia en casos de compensación laboral. Lea la propuesta de la WCB",,,,tools.find-doctor.gov-hochul-s-2026-state
99,tools.find-doctor,obligation eligibility,"Currently, yes. Apart from limited exceptions such as emergency care, a provider who treats an injured worker in New York generally must be authorized by the Workers' Compensation Board. Governor Hochul's 2026 'Universal Authorization' proposal would remove this requirement and allow any eligible licensed provider in good standing to treat workers' compensation patients, but it is not yet law; if enacted, it would take effect January 1, 2028. This directory focuses on providers experienced with workers' comp cases.","Actualmente, sí. Aparte de excepciones limitadas como la atención de emergencia, un proveedor que trata a un trabajador lesionado en Nueva York generalmente debe estar autorizado por la Junta de Compensación Laboral (Workers' Compensation Board). La propuesta de 2026 de la Gobernadora Hochul, ""Autorización Universal"" (Universal Authorization), eliminaría este requisito y permitiría que cualquier proveedor con licencia elegible y en regla trate a pacientes de compensación laboral, pero aún no es ley; de aprobarse, entraría en vigor el 1 de enero de 2028. Este directorio se enfoca en proveedores con experiencia en casos de compensación laboral.",,,,tools.find-doctor.jsonld.currently-yes-apart-from-limited
100,tools.find-doctor,citation,Does my doctor need to be WCB-authorized to treat my workers' comp injury in New York?,¿Mi médico necesita estar autorizado por la WCB para tratar mi lesión de compensación laboral en Nueva York?,,,,tools.find-doctor.jsonld.does-my-doctor-need-to
101,tools.find-doctor,obligation citation,"Generally yes. For non-emergency treatment, you have the right to select your own treating physician, who currently must be WCB-authorized. For emergencies, you may be seen by whichever provider treats you. If your employer is part of a Preferred Provider Organization (PPO), you may be required to see a PPO provider for the first 30 days. Consult a workers' compensation attorney for case-specific guidance.","Generalmente sí. Para tratamiento que no sea de emergencia, usted tiene derecho a elegir a su propio médico tratante, quien actualmente debe estar autorizado por la WCB. Para emergencias, puede ser atendido por cualquier proveedor disponible. Si su empleador forma parte de una Organización de Proveedores Preferidos (Preferred Provider Organization, PPO), es posible que deba ver a un proveedor de la PPO durante los primeros 30 días. Consulte a un abogado de compensación laboral para orientación específica sobre su caso.",,,,tools.find-doctor.jsonld.generally-yes-for-non-emergency
102,tools.find-doctor,citation,"Listed providers either (a) self-identify as accepting workers'-comp patients and have a history of WC billing under the WCB authorization regime, or (b) have been recommended by attorneys actively practicing WC in New York. We do not accept payment for placement.","Los proveedores listados (a) se identifican a sí mismos como aceptantes de pacientes de compensación laboral y tienen un historial de facturación de WC bajo el régimen de autorización de la WCB, o (b) han sido recomendados por abogados que ejercen activamente en WC en Nueva York. No aceptamos pago por aparecer en la lista.",,,,tools.find-doctor.listed-providers-either-a-self
103,tools.find-doctor,citation,"Tap your injury to pull every WCB-authorized provider for it — the full Workers' Compensation Board list, narrowed to your area. Use ""Use my location"" or pick a borough first to sort by distance.","Toque su lesión para obtener todos los proveedores autorizados por la WCB para esa afección — la lista completa de la Junta de Compensación Laboral (Workers' Compensation Board), limitada a su área. Use ""Usar mi ubicación"" o elija un distrito primero para ordenar por distancia.",,,,tools.find-doctor.tap-your-injury-to-pull
104,tools.ime-reminders,eligibility,"Disclaimer. This tool is provided for informational purposes only and does not constitute legal or medical advice. IME Reminders helps you stay organized and prepared, but cannot guarantee any outcome in your workers' compensation case. The results of your Independent Medical Examination are determined by the examining doctor's findings and the Workers' Compensation Board's evaluation. For guidance on your specific situation, consult a qualified workers' compensation attorney.","Aviso legal. Esta herramienta se ofrece únicamente con fines informativos y no constituye asesoría legal ni médica. IME Reminders le ayuda a mantenerse organizado y preparado, pero no puede garantizar ningún resultado en su caso de compensación laboral. Los resultados de su examen médico independiente son determinados por los hallazgos del médico examinador y la evaluación de la Junta de Compensación Laboral (Workers' Compensation Board). Para orientación sobre su situación específica, consulte a un abogado de compensación laboral calificado.",,,,tools.ime-reminders.disclaimer-this-tool-is-provided
105,tools.ime-reminders,filing,"Missing an IME without a valid medical reason can have serious consequences. Your benefits may be suspended, your case may be delayed, or a judge may decide issues based largely on the IME doctor's findings. Always notify the carrier and your attorney immediately if you cannot attend, and provide documentation if possible.","Faltar a un IME sin una razón médica válida puede tener consecuencias graves. Sus beneficios pueden suspenderse, su caso puede retrasarse, o un juez puede decidir cuestiones basándose en gran medida en los hallazgos del médico del IME. Siempre notifique a la aseguradora y a su abogado de inmediato si no puede asistir, y proporcione documentación si es posible.",,,,tools.ime-reminders.jsonld.missing-an-ime-without-a
106,tools.ime-reminders,filing,"Missing an IME without a valid reason can have serious consequences — your benefits may be suspended, your case may be delayed, or a judge may decide issues based largely on the IME doctor's findings. Always notify the carrier and your attorney immediately if you cannot attend, and provide documentation when possible.","Faltar a un IME sin una razón válida puede tener consecuencias graves — sus beneficios pueden suspenderse, su caso puede retrasarse, o un juez puede decidir cuestiones basándose en gran medida en los hallazgos del médico del IME. Siempre notifique a la aseguradora y a su abogado de inmediato si no puede asistir, y proporcione documentación cuando sea posible.",,,,tools.ime-reminders.missing-an-ime-without-a
107,tools.learning,eligibility,"Disclaimer: This educational content is provided for informational purposes only and does not constitute legal or medical advice. For specific guidance regarding your individual case, please consult with a qualified attorney or medical professional.","Aviso legal: Este contenido educativo se ofrece únicamente con fines informativos y no constituye asesoría legal ni médica. Para orientación específica sobre su caso individual, consulte a un abogado o profesional médico calificado.",,,,tools.learning.disclaimer-this-educational-content-is
108,tools.medical-travel,eligibility citation,"Disclaimer. This tool is provided for informational purposes only and does not constitute legal advice. The Medical Travel tracker helps you organize your expenses and prepare the C-257, but cannot guarantee that any expense will be reimbursed. Reimbursement is determined by the insurance carrier and the Workers' Compensation Board. Keep your original receipts, and for guidance on your specific situation consult a qualified workers' compensation attorney.","Aviso legal. Esta herramienta se ofrece únicamente con fines informativos y no constituye asesoría legal. El rastreador Médico y de Viajes le ayuda a organizar sus gastos y preparar el C-257, pero no puede garantizar que algún gasto será reembolsado. El reembolso lo determina la aseguradora y la Junta de Compensación Laboral (Workers' Compensation Board). Conserve sus recibos originales, y para orientación sobre su situación específica consulte a un abogado de compensación laboral calificado.",,,,tools.medical-travel.disclaimer-this-tool-is-provided
109,tools.medical-travel,citation,"Enter your start and the provider — we measure the driving distance and apply the WCB rate for that date, round trip by default.","Ingrese su punto de partida y el proveedor — nosotros medimos la distancia de manejo y aplicamos la tasa de la WCB de esa fecha, viaje redondo por defecto.",,,,tools.medical-travel.enter-your-start-and-the
110,tools.medical-travel,eligibility,"Every trip to your doctor, the pharmacy, physical therapy, or an Independent Medical Examination has a cost — and in a New York workers' compensation case, you're entitled to be paid back for it. That includes subway and bus fares, taxis and rideshares, mileage in your own car, tolls, parking, prescriptions, and medical supplies.","Cada viaje a su médico, la farmacia, terapia física o un examen médico independiente tiene un costo — y en un caso de compensación laboral de Nueva York, usted tiene derecho a que se lo reembolsen. Esto incluye tarifas de metro y autobús, taxis y viajes compartidos, millaje en su propio auto, peajes, estacionamiento, medicamentos recetados y suministros médicos.",,,,tools.medical-travel.every-trip-to-your-doctor
111,tools.medical-travel,citation,How do I send my C-257 to the Board?,¿Cómo envío mi C-257 a la Junta?,,,,tools.medical-travel.how-do-i-send-my
112,tools.medical-travel,citation,"If it was necessary to get to or pay for your authorized treatment, it likely belongs on your C-257.","Si fue necesario para llegar a su tratamiento autorizado o pagarlo, probablemente pertenece a su C-257.",,,,tools.medical-travel.if-it-was-necessary-to
113,tools.medical-travel,citation,"Important: The Comp Desk is a software platform, not a law firm. The Medical Travel tracker helps you organize your expenses and prepare your C-257 — it does not give legal advice or guarantee reimbursement in your case.","Importante: The Comp Desk es una plataforma de software, no un bufete de abogados. El rastreador Médico y de Viajes le ayuda a organizar sus gastos y preparar su C-257 — no brinda asesoría legal ni garantiza el reembolso en su caso.",,,,tools.medical-travel.important-the-comp-desk-is
114,tools.medical-travel,citation,How do I send my C-257 to the Workers' Compensation Board?,¿Cómo envío mi C-257 a la Junta de Compensación Laboral (Workers' Compensation Board)?,,,,tools.medical-travel.jsonld.how-do-i-send-my
115,tools.medical-travel,citation,Medical & Travel Reimbursement (C-257) — The Comp Desk,Reembolso Médico y de Viajes (C-257) — The Comp Desk,,,,tools.medical-travel.jsonld.medical-travel-reimbursement-c-257
116,tools.medical-travel,citation,"Medical & Travel tracking is part of Comp Buddy, the injured-worker companion in The Comp Desk. Comp Buddy is $9.99 per month and includes the reimbursement tracker, the C-257 generator, accident and notice evidence, and more.","El seguimiento Médico y de Viajes forma parte de Comp Buddy, el compañero para trabajadores lesionados de The Comp Desk. Comp Buddy cuesta $9.99 al mes e incluye el rastreador de reembolsos, el generador de C-257, evidencia de accidente y aviso, y más.",,,,tools.medical-travel.jsonld.medical-travel-tracking-is-part
117,tools.medical-travel,citation,"The C-257, Claimant's Record of Medical and Travel Expenses and Request for Reimbursement, is the official New York Workers' Compensation Board form you use to itemize your medical and travel expenses and request payment. The Comp Desk fills it in from the trips and receipts you log.","El C-257, Registro del Reclamante de Gastos Médicos y de Viaje y Solicitud de Reembolso, es el formulario oficial de la Junta de Compensación Laboral de Nueva York (Workers' Compensation Board) que se usa para detallar sus gastos médicos y de viaje y solicitar el pago. The Comp Desk lo completa a partir de los viajes y recibos que usted registra.",,,,tools.medical-travel.jsonld.the-c-257-claimant-s
118,tools.medical-travel,filing citation,The Comp Desk generates your completed C-257 and opens your device's email to the Board's filing address with the form and your receipts attached for you to review and send. You also serve a copy on the insurance carrier. The app never sends anything on its own — you always review and tap send.,"The Comp Desk genera su C-257 completado y abre el correo electrónico de su dispositivo a la dirección de presentación de la Junta, con el formulario y sus recibos adjuntos para que usted revise y envíe. También debe entregar una copia a la aseguradora. La app nunca envía nada por sí sola — usted siempre revisa y toca enviar.",,,,tools.medical-travel.jsonld.the-comp-desk-generates-your
119,tools.medical-travel,citation,"Track subway and bus fares, rideshares, car mileage at the WCB rate, prescriptions, and medical supplies incurred traveling to and from treatment, then generate the C-257 Claimant's Record of Medical and Travel Expenses for the New York Workers' Compensation Board.","Registre las tarifas de metro y autobús, viajes compartidos, millaje del auto a la tasa de la WCB, medicamentos recetados y suministros médicos incurridos al trasladarse hacia y desde el tratamiento, y luego genere el C-257, Registro del Reclamante de Gastos Médicos y de Viaje, para la Junta de Compensación Laboral de Nueva York (Workers' Compensation Board).",,,,tools.medical-travel.jsonld.track-subway-and-bus-fares
120,tools.medical-travel,citation,"Yes — keep your original receipts for prescriptions, supplies, taxis, and rideshares. The Comp Desk lets you snap a photo or attach a PDF of each receipt so it is filed by date and ready to send with your C-257. Mileage in your own car does not need a receipt; it is calculated from the distance and the WCB rate.","Sí — conserve sus recibos originales de medicamentos, suministros, taxis y viajes compartidos. The Comp Desk le permite tomar una foto o adjuntar un PDF de cada recibo para que quede archivado por fecha y listo para enviar con su C-257. El millaje en su propio auto no necesita recibo; se calcula a partir de la distancia y la tasa de la WCB.",,,,tools.medical-travel.jsonld.yes-keep-your-original-receipts
